f_mem,sigma_mem_y,sigma_mem,E_mem,sigma_edg,sigma_sup,nu_mem
0.3126864740965749,9518.262370208167,3571.9185534429203,601633.8649832061,320131.07403053815,441019.13080973586,0.3830165502332338
0.3586776274383995,10815.51686650947,3398.9725814902954,578975.2289041411,336459.90262604173,438135.66785255907,0.4132648475191253
0.38105468756787797,11681.806585920545,3313.669091202155,669829.0612893378,390036.62038804416,333107.99436888756,0.38837615660556307
0.36875400359476446,11870.08730323022,3095.324147116547,455920.7309532904,331589.0402092938,410035.4340676994,0.4050328535409753
0.34401716947310884,12057.70110784037,5289.8239853995365,578259.9668861115,357307.904619409,323104.8021513185,0.38411920529756555
0.4434635269690846,13791.717877532481,3252.278432464165,643939.2951621067,362236.3815469831,413362.02322450123,0.4035568848301219
0.4478189904492474,9056.425119310034,4214.299465234942,487187.1437324992,420965.4502069084,488710.4527575352,0.398042437213618
0.5953120782025837,12040.640260680373,3554.5075479403204,526370.1623354236,380970.26903544215,412176.16502282326,0.38459429027959036
0.435921975605168,9026.65956976515,4857.743316090583,534456.9712946775,377865.95777031954,470530.5828894053,0.41008900101107215
0.5179586940771407,11198.689633782515,3760.791611030515,508116.8539240658,401153.72950405587,283435.6458778103,0.40897157848476234
0.6869674735719569,9735.616744090541,4869.724744386496,574807.321731139,337825.7911639369,293322.62672412815,0.3872495011475342
0.4791896802143102,8356.62850832761,5040.6749089168525,502180.9279194164,310079.9243865573,406945.26579099306,0.38272060555550397
0.2777054344946433,13060.595678352121,2637.482439008008,642406.2820015254,284675.29026846145,426342.2207581869,0.40789974034562687
0.35839465017938404,12672.971899598197,5230.099985494816,499924.9304945478,317813.38784648944,600360.7520801334,0.41503055820397
0.7314603637056307,13649.404423831185,4681.452609003445,556030.2672599173,361260.6510758713,543947.5839900171,0.3827867104610414
0.369593709643327,9942.05474512772,4218.326836184297,768810.285480671,462173.5210671526,485368.1953121775,0.39655880443237984
0.3887884623404004,9631.482271780731,3274.9856916700796,544789.2962073114,222853.2298743106,298957.15787300176,0.38731735391485295
0.34566373888949853,9081.268699902641,4316.39860236073,624480.2391311784,396702.3541661786,447765.32966870366,0.39134179840697886
0.4204230904636071,10340.257491405395,3056.1449064524504,655068.8278056624,399974.92832516646,668986.1536714341,0.4094013305843018
0.29023481784380484,10414.810658624277,3093.8596626094586,588561.8847316827,465028.0784582148,459400.25310174556,0.4119455360794886
0.2977418566861168,10902.867024441668,3706.670473257196,494435.3084965899,246454.3922626307,355651.1097398748,0.4041539411609398
0.41547258940740955,12820.978067687123,3227.2517935486167,667592.2389697278,401283.5658586998,390288.86623938027,0.40282604935924965
0.42367144603851353,10787.38067918933,3874.3580625232667,497391.5848214807,524018.66747165483,514519.1969263444,0.38071915142271073
0.4523635699734249,11861.427375955598,3447.93859309395,664485.7876075218,334343.83433968417,340492.89368292433,0.3842190793555365
0.36766941482257465,11581.559020411476,4807.328297740481,762238.4735069558,333569.254114305,365780.51226432755,0.4054212006345036
0.34578765646357434,8642.652351883722,4269.003460438242,655592.0875970346,355068.95599666884,283032.6934997608,0.3941646807742554
0.3649939298854594,10797.93192956812,4045.9426612444927,668749.2575167641,364536.4178227836,376513.8582669129,0.40382297317138055
0.4365278429132134,11022.105502865154,4232.171379982374,536695.574226592,382713.84627562255,499974.5182620427,0.3883460767923408
0.4824636973246632,9133.441642130163,3645.259106743678,487306.92884572875,561911.1538233007,422956.85338636686,0.3994452761981814
0.4952975908187089,8197.280172441722,4219.427120438918,521087.8763522549,299073.88469825214,345736.17305301974,0.41443001059098594
0.40687536390061063,11746.901062525776,4305.850272196192,638484.2871218701,316592.59854219103,556035.6771285414,0.4170776383887181
0.3959569004723912,9500.781294245888,5554.794898729827,466459.8360897121,375638.5987913732,461845.62179849076,0.41767132913352406
0.5027972022962781,10948.892559550826,3228.6691105231366,503928.9793113077,406236.921518608,384499.236871374,0.4016837301173335
0.3611686497949361,8597.98242189697,4090.3692519879655,901417.2863398276,409440.93028170144,257875.4922974904,0.3941895708188202
0.633649016246764,8810.042726308666,4301.948293738575,633369.8495197669,277545.82252753805,423504.0365789782,0.38638574535529335
0.3763103278588372,11395.79937064313,2956.372759359787,499803.77453863184,380668.6758441621,436362.1169642333,0.41713677925935627
0.23273621958650545,11263.797758179522,3719.3644127071066,664158.979726032,282050.940916725,521680.01854179206,0.38638880042437046
0.3744385891365288,13280.699458791873,5313.444683523603,580641.5526513077,403451.3075402773,419584.65385206585,0.3812439670370879
0.4841064438683532,11652.87702421758,3940.617602073969,560482.684464269,437621.25035344233,360542.7390134812,0.40430816262158226
0.4500799472557096,9257.398441405776,6229.04307770609,696920.8878783352,328584.8387690612,577666.1087732315,0.39282140553957823
0.6020505583664482,11415.117130574588,3882.864890459685,635736.8447408492,271768.09728883795,309237.51066248346,0.38410654899285446
0.30713959432635113,11162.362724839224,4896.773486552656,573664.7616390764,323687.66278174636,359340.9698327507,0.40856956328797384
0.3542793081809496,12658.772371051893,3790.8223729252245,551112.5977849562,294938.4022178931,423622.66366997623,0.41703352751101025
0.5196024157161744,10368.7498322413,3340.8622361952116,589957.8852502749,401914.7508091784,412686.4826968954,0.40389702013694706
0.3725112811272483,10500.04369505468,3878.399999384148,602478.9046185851,359828.0799407855,347751.82305517537,0.419197877880735
0.32849273502635257,10890.404569408054,2888.484812550723,642686.2279594364,446034.19758204476,339052.4566165414,0.3893245812342896
0.3373611938410272,7362.461718814413,4569.612124922233,585234.6328964527,417657.03194018477,439676.5193166181,0.4112566260422285
0.36734902767667943,8122.928374218254,5168.976473123115,581499.8819339583,347240.6414788984,467974.32971168315,0.39344258332944687
0.3094752611059416,10907.529335026571,5969.92328785291,454816.77196336084,520042.1717489071,339844.08310425415,0.4112969761396731
0.49219944541234906,12342.6160495839,4348.8745262111825,483982.2538044412,451505.1710551081,462803.35855517193,0.41752527883136925
0.2615555274580416,10577.229171950183,4184.9320289622565,622520.9557000617,231495.93341550176,575406.000100248,0.4004488156796289
0.3242892972701689,9348.119460282689,3261.690067796728,697145.6344142098,468002.40300170286,289020.71151633776,0.38403731424715254
0.19881287171330933,13258.554876888702,3764.5217383201966,534426.0701646368,234904.62054110013,488523.94010232156,0.3840576419347778
0.2844106497028262,10644.411287937792,4381.660571900192,691916.5892342118,306417.0478224563,409266.22542844724,0.38344072929329204
0.4236572539502789,9129.736650436695,3927.27372271034,785762.6762524247,392135.0413690464,423358.20325998415,0.3822597013538082
0.33907262278756867,12247.717428232138,4343.850852805368,699774.1994786623,346924.7136778179,387498.4094012336,0.398903762372903
0.4516243334819192,9005.016479305921,3649.536468873106,487435.1481513788,332802.4639289398,557736.701049492,0.40226523436356554
0.38171584014579046,9871.49165555629,4596.206259781437,743092.7477989555,253304.8469288613,327867.24022250465,0.4182526409219219
0.18538803859906014,9556.343893591516,3648.0411312322094,656789.7193468992,349728.31829851924,341063.0550064953,0.41899241368354173
0.46341764099849747,10600.78347867532,3141.5312349622523,504685.6573596872,426979.8064319408,486456.20972381724,0.3900424476147861
0.2554074795169729,8884.362026466168,4721.0076405510645,569085.3576629088,396478.7242434099,511422.4331453055,0.3935353041497248
0.28096244551049376,11107.442856619942,3387.300474807675,521038.709457411,275610.59965880704,573494.5770115944,0.41844187243401093
0.36985456503045383,11880.335705104824,3608.9288518630506,603821.5771027013,281982.49553258985,640359.4941676881,0.38249483757947417
0.30851432195511996,9064.167595001534,4692.72547936814,578380.3824294751,415042.41426995676,247817.96385654877,0.3876831885353529
0.4093954495277641,13278.029800982335,5446.984299950074,761000.1385368047,390305.3965371483,298076.0741796666,0.4022139750233598
0.5096316414184044,9171.421654494034,3953.648249678769,559886.7481066032,410799.7641352965,331732.7527705478,0.3998399886986462
0.2552822684826459,11882.224732588174,3727.4221520564083,515496.8996863324,370892.6697193759,376627.9691820311,0.41482590960923316
0.33976809586218515,13054.95207219215,4008.17554391005,633223.1780583455,328627.32296285336,433073.9539839523,0.38652530870849566
0.37954646524701274,11415.286574575406,3929.3105784341265,651856.7556455401,454058.9807282799,403133.3018149195,0.39361973323579724
0.4472484629252651,9403.481888413373,3988.1353548593625,386771.7835664544,318533.3587554096,488527.58531722013,0.4098755749907045
0.4578633124169535,10604.473077599163,5589.877325687537,507153.4467364095,405058.0025010067,381893.9548450317,0.39552947120801707
0.3232412914100514,11335.114094884813,4158.461326077379,686378.4941000739,264562.2894218446,328575.84542761074,0.38496765608199773
0.5738594489548876,13378.688570855627,5271.568628481967,634011.8042376945,386898.166816405,276240.911508718,0.4052202597279354
0.28927367822185707,11773.244001791963,4314.756634335575,675620.9962718675,611568.3132075103,348878.1256721101,0.39343419529265317
0.38662999245521124,10066.887100530246,3368.917696049918,642165.2199658119,415728.37017914746,474582.96887450246,0.3833833787636017
0.6898868319114683,12778.660245193829,4949.969823540711,549013.4573592754,279923.89921334444,295756.70625832916,0.38918115050531826
0.4664823695793632,12043.094645382966,3198.6179517241994,457429.85851047485,388626.31444775354,334154.0104027056,0.41753341988686354
0.3737168280237786,9677.936611683213,3484.682978601476,498265.4768243058,385011.8929287249,349889.1976868438,0.4062100584935214
0.5855474290339755,9086.556012683523,3269.248580126457,748075.5692899849,456083.31871261937,321766.6013286001,0.4140863483565236
0.3064933912879336,12318.166115408265,4233.171197423621,609929.788009382,304184.9875693418,402576.47035787144,0.383831912223371
0.3981507842261843,12116.529317781378,3378.147305860897,708667.6776508108,215531.27367398574,308712.7273479998,0.4176391434877877
0.23952376997939534,10265.259923193113,3827.643900443188,543183.4872427923,363353.51063424046,447708.03484640585,0.4061539844146286
0.42816467325688795,12103.979766984245,3871.8455474698985,478870.1728197753,350130.45372521813,359952.4996594015,0.41369567095500764
0.33628171043893496,8259.36492977744,2987.097810688011,496594.178225348,425848.28273115255,527454.280766836,0.38499089391852515
0.4756939943749108,9450.839172967657,3820.2002105128304,534321.6243009539,392545.20780891425,292409.2261672066,0.4154117288990895
0.379072036156693,13881.218293146369,3481.5799089051543,551813.9205861114,321543.7495468285,280535.83695078705,0.38299851477921076
0.2753444875813354,12229.11030494182,3820.1567007701697,462364.68927346775,373913.2465058443,495944.3349298888,0.3951694437943812
0.31985469438830066,9881.06339515062,4782.085306855552,474080.4396225375,484529.1725807339,389218.1419366696,0.40866262433013456
0.5347688947910983,10034.258786175862,3930.826653306894,457078.3121419296,549599.6875454091,382773.65285721066,0.4154394760778402
0.18420462365099216,11801.333923562308,3229.63216451469,550355.0854566966,219673.73346186167,359454.82231497613,0.4124998632906564
0.32628934236825224,13532.462894623826,3204.584878967879,499336.50791454106,515549.4370220046,298053.1760745834,0.39872210931213614
0.38945401007227515,10654.172672295714,3227.023198248862,788151.837056228,239708.273603383,329767.1131156102,0.38911521651452285
0.4738172384206305,11434.3716624107,3416.523643025498,628475.8618669553,419697.4923746575,282926.46286784625,0.4074191544964459
0.6034165616807913,9948.792297620912,4266.422682306663,517079.6470610725,399798.51144408336,435443.01856611366,0.40726410737956453
0.3585793111798383,10489.892991095856,3942.970597484103,628147.6145286012,330435.3020356835,606598.3212245086,0.39335701611746793
0.3601577046105597,9645.528017456401,3619.868779252911,612131.9582862337,430343.07743733446,408972.4048718382,0.4085169098249249
0.28856616699015747,11423.099871545557,3393.733480664233,617548.9861341112,451066.40057717386,257533.56398987834,0.4136249165012318
0.3484310588226143,9539.257474654669,3629.5487727701307,438301.4395373687,302801.8139144126,378988.0715754119,0.4027692089623808
0.547565042843112,10811.466269215585,4211.744689282149,617354.528996206,415193.3534902651,504833.65518445853,0.41423216942054925
0.2419780363552096,11185.882285235126,4263.553423775732,538874.3328958314,271310.19440997054,279236.4950826086,0.4008652746441544
0.42233117539047155,15310.955117165553,3177.9988622426545,577696.4083393479,335605.94579213933,563011.0378827464,0.4068132450218039
0.6837540655897962,9290.152835261073,4458.337065205239,485235.74200674205,313564.96769667824,437695.2619539822,0.4106930855756331
0.4187558751071336,13179.581193616534,4382.335324600691,674697.0995616699,518687.3600324461,379551.71824264,0.39413366867072136
0.3703642674715694,9717.75912743571,3345.069417957024,875322.8004760537,296989.1989127865,387968.22908809717,0.39738963838104646
0.4258522951723936,10946.068127465443,3985.9281750882014,681895.7501440155,312045.30340850505,548807.0611617478,0.40905189793092045
0.3444607204408516,11753.902333972363,4460.846384684977,534662.3237133286,300478.8119974904,314171.4062965904,0.3810583450558291
0.31679062832023025,9745.494458337973,5825.412748189575,639142.8324902907,369340.28032144107,346653.5315367038,0.38483936984125133
0.39261656156888036,13700.30904419065,2452.0726828042293,705546.8844443928,359873.2223783452,364271.449970817,0.41355248163194136
0.3276429380028285,11006.035570538119,3736.3247431563846,550305.4851536184,370625.1188235833,391189.9625763749,0.3826293208150745
0.40031908698770874,10939.614951513622,4371.094822161707,664191.8932240688,327537.09482825454,446803.24148495187,0.3975549698293308
0.405483625914459,8871.841689843777,4573.8669885034515,636492.4563542426,460788.69019758847,400347.1054894893,0.3976612002953831
0.43622348146612766,10803.040495478535,4912.298888547203,628350.2777785801,288395.75460514025,331361.58450527105,0.3820877277770349
0.2524684152722456,13220.879390942742,4023.127429584044,565536.6053421955,265281.1907962285,316542.20434357924,0.38523687838533494
0.3386725757258521,10264.067999700184,2844.459095657011,489574.1156715166,427553.0630397809,463094.13224471844,0.39980612749276273
0.34944460129640337,8924.796908038446,4521.745857178735,430573.24534529774,334897.81932344445,317213.0102843667,0.3943442949241655
0.48496022266218564,11503.340473615688,3917.258896479072,584264.8628680228,351699.9896789352,417995.7148989542,0.39684572323332956
0.40778958806593,13964.291818425932,3878.00991348163,565425.3710604187,332624.5012424119,394999.4405059921,0.40680803552880934
0.47487094999152957,12180.315180461559,3751.2814975658002,662728.5961343987,413708.16785863787,269401.4406176938,0.380431360892142
0.46623354921487636,11555.4689720386,4661.600553107899,890108.8810316192,555957.3930312598,182954.52215141477,0.38381295258870557
0.32912697434683713,11544.98588599932,4239.136861964871,540926.5789980195,372197.77821167983,439765.5898906498,0.4173123893819738
0.34082569559214115,8989.668498355024,5491.860699684964,477842.79663198366,563595.4757747407,286469.1852501315,0.4114970730175449
0.352178132513587,12168.97506135916,4780.45260746445,487151.2232621714,334654.95155493694,468584.91948954173,0.3809534669301877
0.4237669981563742,10503.21619107448,2841.5363735489655,501483.8938807362,363129.3904661133,486872.11699588376,0.41697681888543814
0.5006640794614923,9595.503289223567,3911.048748214383,572142.7637707847,301041.2686376759,412397.70057183836,0.408419583747115
0.38635624561157583,9094.801327276002,3648.805954139586,432289.40192620154,348029.3361750444,470756.4714523383,0.41495680830853165
0.5003059911704252,13093.657738687842,4145.069858561491,569352.7282751406,435087.1199953434,350135.5435004226,0.38731067003900826
0.33523705812850807,7559.2968504906785,2835.557941241439,642523.7165287964,308860.4079710722,363943.4425153355,0.3816039303905956
0.3624354125960755,10284.144834063338,3574.7570599239084,614849.8295379557,338755.43686555646,615641.3822265464,0.3814851945837263
0.4975903910057087,12781.70416503312,3352.367671156845,580181.3707934467,400780.84448876855,328703.37100584875,0.3898878440565495
0.36499822131889054,10786.115170966492,5712.285958650506,573528.8166401602,340669.42759582744,337670.3872871563,0.41580453958393687
0.3798214954482829,10902.200355130997,3528.93375774073,591806.3557159371,435018.19073941046,450738.157214064,0.4046429753282894
0.5730103307622589,10388.261724841397,2878.0364634347693,656131.0422319045,341862.28853734804,339550.9501915491,0.40995019635632085
0.30598530096183263,10467.482511487367,2672.4067672571605,757663.3462177286,324053.3781857482,362660.49103851797,0.4013294192533283
0.2721973955661177,12110.732435197073,4502.517149860392,589082.8352570856,410720.47221084137,347529.3095180611,0.38914588891705876
0.4111133782098718,9811.035117593523,4070.7230977232075,760784.301664945,353128.64502133743,447472.06606361095,0.39169372515024337
0.3848206622401297,14535.668907657,4336.44793279236,763538.076290646,419031.02326381195,662008.4998358125,0.39334981221614546
0.4148581263962422,9624.324042313512,5260.521186017428,577295.2457687901,367357.1582648406,347411.7338971668,0.40231618421148735
0.4652775407841256,10875.23744639452,4983.94182360083,660239.7533161208,436536.30589152686,471712.67551184277,0.3823887403115678
0.41897340060735333,13652.369730740873,5192.799414576089,626415.2935374922,255848.2801312472,396315.51076835126,0.3986483609598082
0.3524410423254357,10612.881377322235,3089.1897493665992,652044.7969465082,296223.7394124813,432651.28088352614,0.40342353638608863
0.28900683081813255,10645.036337575284,4104.450078936318,611118.723867528,404889.53976401134,527010.0175639924,0.3822828593295764
0.4001250490042972,10791.184558678031,3274.927848685905,491946.05674996646,315458.9232181476,596987.0353261685,0.4199690896033216
0.38518089343336404,17731.1826195058,4082.4098233567715,549947.3706049316,410616.2557876472,529702.9928959291,0.3906673377195376
0.3390798683723576,11274.921807711273,3740.002169733745,640897.9121971871,268692.99994895176,432891.036137395,0.3996987430597199
0.24181988309132746,11476.331131179362,3461.9254203920623,579581.5615575216,419678.21964767075,548751.238411895,0.380967769315368
0.3454369954630681,10913.21005344086,3290.3706651194666,516247.91328100406,263247.856149588,376807.476627952,0.38491334844621483
0.2642624101931883,9918.616290932361,4783.237508558777,549039.9669122527,290768.53944974276,253404.41048530265,0.3805034538565707
0.4761747993106067,9823.64979763744,3884.1363449691635,800298.3703171043,280517.40891481686,343344.1104562004,0.41768731863512976
0.24419110037185046,13225.693340334734,4491.779458838238,584991.3635038215,287340.0108077313,375481.02074480284,0.3993413243141871
0.3705710898241553,8369.658986112172,5155.1041577897,638032.5918129169,294139.4205176104,339521.82553425385,0.40138121004344074
0.38128734695815625,12512.44374137371,4764.96124675487,559412.5146389327,378897.4248099359,293395.34934592614,0.40486450199839596
0.371719682428335,8472.247208347188,3803.827683386419,476528.3581607157,343248.14159703214,513279.5594097111,0.3965701734751869
0.3327268448833557,9979.670451859796,4112.317453094909,673696.4740117044,278991.84932485124,410617.689632332,0.3966775252695799
0.28128081804698224,8750.660403470192,3346.281648042658,466948.2373606685,383363.71556658007,353898.98372736824,0.393596287355483
0.3071878668835988,14176.51198179789,3746.063307474115,393784.0272779101,319616.1802561737,433782.5887442625,0.39664137812046024
0.3744011416555717,9042.031128624216,3743.5407450473554,573642.3321764964,334910.1543035828,367082.154328275,0.3861621986119374
0.4229346140745903,12997.718357941452,4684.832138156784,538895.1388370116,450676.4741788477,416012.5837235043,0.41811628163868453
0.4927991275504219,9777.033000071355,3899.53313886153,580188.2513229082,439857.70391026704,449635.9564244248,0.4123439256147348
0.34966403904932924,9916.66037608152,4749.373639214845,754073.38094936,337458.9509670416,391393.35339801287,0.41928563199914975
0.3324158982901033,9099.394253916458,3373.179024480497,600582.3389876576,304740.0630754941,485448.9181894037,0.3859291741169833
0.259333311992853,11080.825761179862,3862.8657669971735,498856.81125670025,334060.31760205346,517630.5592684519,0.39340975442223863
0.419617530911938,11934.880837693536,3339.1183721726934,596712.374478148,405514.3927057789,487396.91502711485,0.3908157607032914
0.3014154641469151,11485.430500594934,3605.257352055654,615722.0078149075,300650.0368428358,443598.2060527674,0.3866950608159569
0.3549418816360743,11078.10528191295,3541.740294292157,642082.5691616359,398505.61095003533,423631.92183023796,0.3981387211288145
0.3124972797655758,10622.565579641247,5319.426701404748,530357.5482487499,252468.06566803972,372037.7451487492,0.38106999275636827
0.38750710869817856,11018.303009239879,4229.701594182497,569887.684941408,432342.77715902746,339553.8708693309,0.40325588786762695
0.30421007259963917,9162.111987704422,2456.2340412897593,604858.8155973575,524689.7084174698,321656.5106451617,0.380124679459788
0.20565304748979293,11385.186793009654,5700.568679580926,504158.3504414155,265705.7029980689,352716.4585462114,0.4004294208974194
0.48836211369592936,13577.953018265605,2980.2845914287773,417029.7311286588,297293.274849076,339257.8361296219,0.38721325565040793
0.35813496426676517,10921.022583633863,3928.086621790737,577819.3839127303,243104.17096244515,231721.106487654,0.4067635750509923
0.27416298480464296,8589.146305228236,3895.7112754933055,621883.8896430152,276541.7433288009,287764.2907761492,0.4024153097027179
0.44589014398543325,9527.372049920006,5266.12200073055,558287.1975718867,267327.3087838107,260990.4624670827,0.39848637797284137
0.534379585183144,11559.825557662678,3761.9834631730096,391115.2550640764,322182.75260446564,499210.02990978234,0.41429179733728266
0.42508234793373434,10199.886145162443,2809.4267175444174,625963.2538413791,427273.3530176995,418814.1324428069,0.3806406862940503
0.1958715627586108,10784.251213759342,2480.783067889682,736664.8061511659,315504.85881352366,317965.42345820664,0.38885976934078964
0.29062120353335985,9033.158932725943,2773.4182721702746,579501.1683005063,282371.61881691735,411655.9727346283,0.4133748542022789
0.36847506794315443,9964.933422159775,4531.853703164054,525210.3905130152,391174.9470187506,359007.9244636075,0.411866644405694
0.43186368712304773,9494.88357374538,3789.765953283699,737945.4933958384,411994.2571258654,304569.7586047405,0.39440419209964195
0.3705611777233876,11421.27108842908,3440.8544713334613,528401.4122761877,275532.07224450033,385541.73150468885,0.39703638146744646
0.5674735476929607,7850.142941645007,4001.670175119955,553741.8265883806,278519.5316464347,350600.1315377663,0.40491709779006535
0.2267485138697525,12281.942254327703,5336.607859202219,522363.61815213185,312824.6334918696,373308.4593285281,0.40051363868859763
0.5305536710401755,9630.387054727575,3233.291962327165,670654.1890578155,339630.25637189794,353031.4661765691,0.388005888549151
0.31090112509061046,10753.782343403007,4180.886420558232,596436.2237124705,326239.3964978138,248543.52669661908,0.38494234138851924
0.7703173405637896,11257.748515593505,3595.1831083954085,478171.0315879717,420411.05336878233,221331.47215915364,0.39636755863929773
0.3900320149023836,9970.545567906282,3972.3197275374628,734942.2309235937,326718.3608600289,439730.06087698636,0.38353813702714984
0.5373672662637633,11074.149263981224,4125.752594078446,636547.1723841011,391130.5743874972,385454.6652928755,0.39860070740481274
0.30525512008224176,11142.463026976844,4360.0384811718195,458995.26114909863,305623.7288835652,330899.749800577,0.3861395923754852
0.35151408777421417,11932.258432053566,3825.0511389265844,590303.4820836612,277852.23252235365,280691.8188368775,0.4005708620907045
0.4446010006153522,8932.66521785883,4519.769418159486,575661.5114333597,362341.17462126503,436106.7745396566,0.41130803639335345
0.31934214663513383,10884.592367570922,3870.0922057049147,607456.8418928521,332765.102624815,484453.52267476555,0.4195628887040416
0.5140019307981449,10042.352042400482,4105.656863514147,688556.1960542065,305062.58315918077,332618.54376546905,0.41411448699760756
0.5882303610886128,11259.615306232363,5438.001768071203,709754.0639277343,313887.84644799435,436263.3420019042,0.41028972906012584
0.376247222808665,9045.840705978982,3226.074444335972,625184.7833000257,542467.2931648258,396779.18949516,0.4042342557319367
0.30130258351338124,10471.044658900551,4092.316131758166,608088.6487755041,403938.01020298904,570382.1503707451,0.3856687762540303
0.2965807903272799,8101.365643502244,3698.2578990699267,640028.0159339799,488117.5424788032,380105.39028132585,0.41305161671857193
0.6239294522670497,9044.110885816635,4115.046315268127,550343.048307705,344289.0660177386,435519.45587239705,0.41862738955841317
0.26286074072403465,11812.43762951787,3655.34552269109,478414.88127625553,442471.4845726836,394669.5056726015,0.4022212196559884
0.26668337862588554,9067.012840490164,4843.175570228557,516354.39667294273,234783.17254754645,383638.55115986726,0.4079939585816476
0.2943671603551687,8631.92662702642,3001.640912879516,714054.2369346087,417656.1355251627,319196.31685242703,0.4044342951945916
0.34709583804636435,13835.850003118636,3963.9980768682335,537692.2743675453,355799.1950997705,306429.4039388043,0.4050038355017586
0.29528392986467084,11425.658995046511,2603.752505880894,659200.1576658527,444146.5537416668,483199.89727528824,0.40068424286394094
0.7969357737586409,8977.705592597853,4773.753595679753,728169.5410298395,408112.9231429546,447368.3728600531,0.4093734342526022
0.32058482042753256,10529.999769809416,3402.5329060315466,552149.5394343834,227853.42904244835,331364.6629559602,0.39102159723889557
0.41818416562349864,10567.540217427435,5327.06588022656,653263.3948135355,410572.07157825324,372848.4923501448,0.3982457140321342
0.40952226757572363,10458.862859491692,3433.477640156084,657247.5792288766,433495.0138753567,496385.7325379762,0.3907540438427341
0.7107207713467697,11938.656406411417,4902.510957593746,641300.7427861918,380231.8956776608,369933.4953218083,0.40811658936688755
0.35997634367186965,9648.693986275026,4359.516848217702,552730.5864419946,372316.88645119016,365963.664520939,0.38278235669546723
0.288528441272591,12186.892439512992,3713.8181358987963,655448.5393454985,393631.4359274324,409124.2735561354,0.3836987395126106
0.2170864556963077,12863.905452613231,3573.6006816641748,507460.2800933861,281442.2874085514,439609.1300142315,0.3977487342323312
0.49859897891146093,9931.048571312642,3443.471640371549,587775.8099417941,300608.9212395321,278516.0304651216,0.4026645160787569
0.6935670684862479,11255.008509066243,3552.385848479877,492443.0756300279,437295.5409605792,404575.42967436987,0.3827466181928268
0.43508412386437595,9000.989386645337,4000.9646493528567,647334.904486029,380717.9680428917,303460.6122063451,0.40538276537271845
0.31017138359032304,11112.70082145431,3533.688145347376,518980.477356915,295567.4332505694,319139.185022746,0.3805666933961296
0.39555118577089593,10106.278800007642,3197.4666702439326,570055.4282114173,323663.4795422968,287836.60307755135,0.382525073004001
0.5952373261442552,10674.068609382943,2568.822605057588,710901.6716292286,381259.6021882762,551380.3550185648,0.3887946304844418
0.36763810037219796,12391.473176241832,4241.54196506905,799073.2543535586,272180.01236612105,394933.2427378744,0.4194433416670766
0.49912013637184166,11647.96504140839,3656.6697996304397,535600.1323578657,222070.95043991157,422387.4628816467,0.38164903097659714
